rec	X^(1/2)	2	0	0	2	0.0	1.0	0.0
rec	X^(1/4)	2	0	0	0	0.0	1.0	0.0
rec	X^(1/8)	2	0	0	0	0.0	1.0	0.0
rec	H	2	0	0	0	0.0	1.0	0.0
rec	X	2	0	0	1	0.0	1.0	0.0
rec	Y	2	0	0	0	0.0	1.0	0.0
rec	Z	2	0	0	0	0.0	1.0	0.0
rec	Rx	2	0	0	0	0.0	1.0	0.0
rec	Ry	2	0	0	1	0.0	1.0	0.0
rec	Rz	2	0	0	0	0.0	1.0	0.0
rec	X^(1/2)	2	1	0	0	0.0	1.0	0.0
rec	X^(1/4)	2	1	0	0	0.0	1.0	0.0
rec	X^(1/8)	2	1	1	0	0.0	1.0	0.0
rec	H	2	1	0	1	0.0	1.0	0.0
rec	X	2	1	0	0	0.0	1.0	0.0
rec	Y	2	1	0	0	0.0	1.0	0.0
rec	Z	2	1	1	0	0.0	1.0	0.0
rec	Rx	2	1	0	1	0.0	1.0	0.0
rec	Ry	2	1	0	0	0.0	1.0	0.0
rec	Rz	2	1	0	0	0.0	1.0	0.0
rec	X^(1/2)	2	2	0	0	0.0	1.4142135	0.0
rec	X^(1/4)	2	2	0	1	0.0	1.306563	0.0
rec	X^(1/8)	2	2	0	0	0.0	1.1758755	0.0
rec	H	2	2	0	0	0.0	1.4142135	0.0
rec	X	2	2	0	0	0.0	1.0	0.0
rec	Y	2	2	0	0	0.0	1.0	0.0
rec	Z	2	2	0	0	0.0	1.0	0.0
rec	Rx	2	2	0	0	0.0	1.3065629	0.0
rec	Ry	2	2	0	0	0.0	1.3065629	0.0
rec	Rz	2	2	1	0	0.0	1.0	0.0
rec	X^(1/2)	2	3	0	1	0.0	1.4142135	0.0
rec	X^(1/4)	2	3	0	0	0.0	1.306563	0.0
rec	X^(1/8)	2	3	0	0	0.0	1.1758755	0.0
rec	H	2	3	1	0	0.0	1.4142135	0.0
rec	X	2	3	0	1	0.0	1.0	0.0
rec	Y	2	3	0	0	0.0	1.0	0.0
rec	Z	2	3	0	0	0.0	1.0	0.0
rec	Rx	2	3	1	0	0.0	1.3065629	0.0
rec	Ry	2	3	0	1	0.0	1.3065629	0.0
rec	Rz	2	3	0	0	0.0	1.0	0.0
rec	X^(1/2)	3	0	0	1	0.0	1.0	0.0
rec	X^(1/4)	3	0	0	1	0.0	1.0	0.0
